,0,1,vars,t
0,-1.5725015365892416,2.7277118040867347,0,0
1,-0.6851940621626668,1.2603099949381036,1,0
0,-2.827663711363185,-0.8526248388367146,0,1
1,-1.3328985935229842,-0.47423983047244367,1,1
0,-2.6930820193689233,-0.6602212036869286,0,2
1,-1.2634500605009302,-0.38102689408082296,1,2
0,-1.2443502463760032,0.5641282320582712,0,3
1,-0.5158573167487698,0.21212825076032854,1,3
0,-2.00023243748658,-0.07468148512227624,0,4
1,-0.9059171275019583,-0.09735306172913814,1,4
0,-1.1277384336554381,0.13209952551442253,0,5
1,-0.4556818262605745,0.0028252180443630206,1,5
0,-1.022377221909581,-0.3365055815628106,0,6
1,-0.4013120120254568,-0.224197821332073,1,6
0,-0.931517794067974,-0.5759762078365439,0,7
1,-0.3544255902446113,-0.3402130943134684,1,7
0,-0.8722063971698986,-0.6429633040692885,0,8
1,-0.3238189791593838,-0.3726660359397602,1,8
0,-0.7114677862462441,-0.7357984612355278,0,9
1,-0.24087262469442086,-0.41764147308836846,1,9
0,-0.5556143300659194,-0.7488858016573033,0,10
1,-0.1604471690640805,-0.42398183889965235,1,10
0,-0.4730349493369488,-0.7021807987629676,0,11
1,-0.11783352106698683,-0.4013548731431527,1,11
0,-0.47044371512310934,-0.6801716513135844,0,12
1,-0.11649635988108538,-0.3906921990224892,1,12
0,-0.4777401672579579,-0.6405993762380389,0,13
1,-0.12026156664526039,-0.37152079430023893,1,13
0,-0.4956949383331144,-0.5842513309039167,0,14
1,-0.1295268128569779,-0.3442221065107248,1,14
0,-0.5384559827935335,-0.48637721862443134,0,15
1,-0.15159290345415605,-0.2968054691109589,1,15
0,-0.6379200077527055,-0.32542404452705953,0,16
1,-0.2029195773837579,-0.21882919819753235,1,16
0,-0.8868456357484414,-1.9378622720730965,0,17
1,-0.3313733026990447,-1.0000000000000018,1,17
0,-0.6942075198634589,-0.6900314856796992,0,18
1,-0.2319657655065789,-0.3954689492792347,1,18
0,-0.5802407892724195,-0.7027881548600663,0,19
1,-0.17315522348125792,-0.4016491162597234,1,19
0,-0.5601409958335842,-0.6935881027536339,0,20
1,-0.16278307592025873,-0.3971920077901823,1,20
0,-0.5602203753565945,-0.6939691841866429,0,21
1,-0.1628240383375337,-0.3973766286230856,1,21
0,-0.5602203753565945,-0.6939691841866429,0,22
1,-0.1628240383375337,-0.3973766286230856,1,22
0,-0.8036640865875462,-4.11372570299337,0,23
1,-0.2884489161935442,-2.054130912990981,1,23
0,-0.5844457755621998,-1.0342736013963632,0,24
1,-0.17532513325780844,-0.5622424014057209,1,24
0,-0.5750519860524266,-0.9035053706645565,0,25
1,-0.1704776321504548,-0.4988896962254921,1,25
0,-0.5750479312212889,-0.8853849304013062,0,26
1,-0.17047553972562332,-0.49011096684061484,1,26
0,-0.5771673882965063,-0.8634545484841523,0,27
1,-0.17156924855403774,-0.479486451908262,1,27
0,-0.5875201512739434,-0.9424057533957155,0,28
1,-0.17691161118043963,-0.517735592241469,1,28
0,-0.5850770339674681,-0.9119706441099931,0,29
1,-0.1756508831391938,-0.502990829733665,1,29
0,-0.5849131717909871,-0.910141628597327,0,30
1,-0.1755663249232451,-0.5021047346944071,1,30
0,-0.5849010942182185,-0.9101741144156705,0,31
1,-0.17556009250263208,-0.5021204729548435,1,31
0,-0.5602203753565945,-0.6939691841866429,0,32
1,-0.1628240383375337,-0.3973766286230856,1,32
0,-1.2003173661948339,-4.768962139889219,0,33
1,-0.4931349175278663,-2.371570405577997,1,33
0,-0.7456631143082063,-1.8745369195925055,0,34
1,-0.2585185268592737,-0.9693210471405356,1,34
0,-0.7058873772952377,-1.604847436224736,0,35
1,-0.2379929520616301,-0.8386657783922131,1,35
0,-0.5683396714762985,-0.8131391573059585,0,36
1,-0.1670138593773016,-0.4551103773410577,1,36
0,-0.6496627579908363,-1.2812251968182418,0,37
1,-0.20897921867372857,-0.6818819463547998,1,37
0,-0.6251718181081108,-1.2180395487780418,0,38
1,-0.19634109663808716,-0.651270675486403,1,38
0,-0.6207027610758235,-1.235949426112894,0,39
1,-0.19403491776423698,-0.6599473943825683,1,39
0,-0.5937253917692991,-1.2757854253443224,0,40
1,-0.18011371722521918,-0.6792465643777991,1,40
0,-0.5912511625882712,-1.2708013757809475,0,41
1,-0.17883693444416968,-0.6768319639750473,1,41
0,-0.5813542458641567,-1.2508651775274482,0,42
1,-0.17372980331997157,-0.6671735623640394,1,42
0,-0.5495493419894224,-1.2240607488758153,0,43
1,-0.15731743783193822,-0.6541877396119214,1,43
0,-0.4723731880612374,-1.643422368638328,0,44
1,-0.11749203071173893,-0.8573540049352318,1,44
0,-0.5372663753986582,-1.2908042247140261,0,45
1,-0.15097902732269977,-0.6865226555453944,1,45
0,-0.525020325932765,-1.2764438956802895,0,46
