,0,1,vars,t
0,0.0,-88.91726680757709,0,0
1,162.26479518127059,0.0,1,0
0,0.0,-2.338769382889912,0,1
1,8.494541261241931,0.0,1,1
0,0.0,-2.316920663618906,0,2
1,8.43891081169183,0.0,1,2
0,0.0,-2.2312359222033624,0,3
1,8.219758646826222,0.0,1,3
0,0.0,-1.9144028510792124,0,4
1,7.39433023223561,0.0,1,4
0,0.0,-0.9373514369785187,0,5
1,4.470343719853877,0.0,1,5
0,0.0,-0.43712922286125494,0,6
1,2.5190663184088837,0.0,1,6
0,0.0,-0.05572478256898447,0,7
1,0.4704901868820643,0.0,1,7
0,0.0,-0.013279206057533403,0,8
1,-0.061864033929498255,0.0,1,8
0,0.0,-0.07846042444538504,0,9
1,-0.08593978727353752,0.0,1,9
0,0.0,-0.35709652376967504,0,10
1,-0.06802276105793063,0.0,1,10
0,0.0,-1.3055600249907153,0,11
1,-0.18672658480188212,0.0,1,11
0,0.0,-2.8070803922578023,0,12
1,-0.5408030593615631,0.0,1,12
0,0.0,-2.009368066327138,0,13
1,-0.33872205534669275,0.0,1,13
0,0.0,-2.153993778702835,0,14
1,-0.3755579267836833,0.0,1,14
0,0.0,-2.2279715357328165,0,15
1,-0.39553079764551596,0.0,1,15
0,0.0,-2.316176733482271,0,16
1,-0.4207096995565747,0.0,1,16
0,0.0,-2.4801261752607253,0,17
1,-0.47023829289670277,0.0,1,17
0,0.0,-2.721745969797912,0,18
1,-0.5492356644700341,0.0,1,18
0,0.0,-3.1085238552707923,0,19
1,-0.6950169284654628,0.0,1,19
0,0.0,-2.090920196801554,0,20
1,-0.43997152087912744,0.0,1,20
0,0.0,-2.0907567371149876,0,21
1,-0.40331433202459993,0.0,1,21
0,0.0,-2.0973672152985716,0,22
1,-0.37497719333807783,0.0,1,22
0,0.0,-2.1087995953313574,0,23
1,-0.3724675109723413,0.0,1,23
0,0.0,-1.7106813277858444,0,24
1,-0.2199437388874357,0.0,1,24
0,0.0,-2.0644727938794367,0,25
1,-0.3523151041763071,0.0,1,25
0,0.0,-1.7169278850152159,0,26
1,-0.22241240788965552,0.0,1,26
0,0.0,-2.0640694888443374,0,27
1,-0.352137048950738,0.0,1,27
0,0.0,-1.7178488213733571,0,28
1,-0.2226957180682185,0.0,1,28
0,0.0,-2.0640077996036474,0,29
1,-0.35210981820555753,0.0,1,29
0,0.0,-2.0640077996036474,0,30
1,-0.35210981820555753,0.0,1,30
0,0.0,-2.0640077996036474,0,31
1,-0.35210981820555753,0.0,1,31
0,0.0,3.2454189612727093,0,32
1,-0.9365533590845032,0.0,1,32
0,0.0,-1.524943675952895,0,33
1,-0.19875240432783978,0.0,1,33
0,0.0,-1.7280150682913449,0,34
1,-0.2521256663069275,0.0,1,34
0,0.0,-1.753690320476866,0,35
1,-0.25918064866887147,0.0,1,35
0,0.0,-1.7993722060972484,0,36
1,-0.2717137465098651,0.0,1,36
0,0.0,-1.787559832513221,0,37
1,-0.26666655036858017,0.0,1,37
0,0.0,0.0,0,38
1,0.0,0.0,1,38
0,0.0,-1.740500965920436,0,39
1,-0.24710743982381386,0.0,1,39
0,0.0,-1.7363198224748637,0,40
1,-0.2465223564724632,0.0,1,40
0,0.0,-1.719260622073778,0,41
1,-0.24503118277745098,0.0,1,41
0,0.0,-1.7193124296125537,0,42
1,-0.24508004113578855,0.0,1,42
0,0.0,-1.7193213974599029,0,43
1,-0.24508359314820202,0.0,1,43
0,0.0,-1.7193213974599029,0,44
1,-0.24508359314820202,0.0,1,44
0,0.0,-2.0640077996036474,0,45
1,-0.35210981820555753,0.0,1,45
0,0.0,3.756192217884495,0,46
1,-1.8324549004521637,0.0,1,46
0,0.0,-0.0785085769736681,0,47
1,-0.0006250647381358641,0.0,1,47
0,0.0,-0.4950625289670811,0,48
1,-0.023885234164822328,0.0,1,48
0,0.0,-1.9095002428475025,0,49
1,-0.3034473976988443,0.0,1,49
0,0.0,-1.0136220736448112,0,50
1,-0.09451787289080416,0.0,1,50
0,0.0,-1.1374603910105818,0,51
1,-0.11593621631214165,0.0,1,51
0,0.0,-1.1098895765589578,0,52
1,-0.10994850961439456,0.0,1,52
0,0.0,-1.0569834267413445,0,53
1,-0.09758791281069165,0.0,1,53
0,0.0,-1.0667974391253068,0,54
1,-0.09903696459277017,0.0,1,54
0,0.0,-1.106484368857983,0,55
1,-0.10496080162683781,0.0,1,55
0,0.0,-1.1991212284162374,0,56
1,-0.11556276228130195,0.0,1,56
0,0.0,-0.2878312413890431,0,57
1,-0.006056593030934654,0.0,1,57
0,0.0,-1.0888282162734215,0,58
1,-0.09422045055804766,0.0,1,58
0,0.0,-1.1201745753256167,0,59
1,-0.09867042110200881,0.0,1,59
0,0.0,-1.1042630075475823,0,60
1,-0.09583447086898204,0.0,1,60
0,0.0,-1.099916037218057,0,61
1,-0.09518582411642103,0.0,1,61
0,0.0,-1.0884852637679518,0,62
1,-0.09384859379942714,0.0,1,62
0,0.0,-1.0775881690994686,0,63
1,-0.09322902340903892,0.0,1,63
0,0.0,-1.0724600171002172,0,64
1,-0.09417408176369028,0.0,1,64
0,0.0,-1.0773354643336817,0,65
1,-0.0960032267695334,0.0,1,65
0,0.0,-1.0818334116248847,0,66
