,0,1,vars,t
0,-1.7724971936501537,-8.82711796737091,0,0
1,0.8689503388251602,4.378030496774361,1,0
0,-3.60625016078241,-7.259330357555934,0,1
1,1.7909386788259094,3.598482899315302,1,1
0,-3.6038978602816534,-7.2334120387459135,0,2
1,1.7897559711914832,3.5855955904527783,1,2
0,-3.594488658278606,-7.12973876350584,0,3
1,1.7850251406537792,3.534046355002678,1,3
0,-3.5568518502664315,-6.715045662545585,0,4
1,1.766101818502955,3.327849413202263,1,4
0,-3.4063046182177223,-5.056273258704514,0,5
1,1.6904085298996547,2.5030616460006216,1,5
0,-2.9016708755369987,0.3338943366715069,0,6
1,1.4366849176891305,-0.1770795750241743,1,6
0,-2.8781468445513063,0.2737776660523217,0,7
1,1.4248573254957586,-0.14718789463645016,1,7
0,-2.7840507206085467,0.033310983575582306,0,8
1,1.3775469567222787,-0.027621173085553487,1,8
0,-1.8958020195199496,-0.7017150115346991,0,9
1,0.9309464821200573,0.33785419167115427,1,9
0,-1.8189719150235937,-0.036879843984940694,0,10
1,0.8923172546415815,0.0072796582808369314,1,10
0,-1.7368770594590603,0.36254490190567223,0,11
1,0.8510409753601292,-0.1913254327885261,1,11
0,-1.6650204363817787,0.504894782805937,0,12
1,0.8149123529030431,-0.26210575211218834,1,12
0,-1.3754834032783894,0.8170585421749139,0,13
1,0.6693367092343065,-0.4173222540837745,1,13
0,-0.9554792421792846,0.9942844867256775,0,14
1,0.45816380523581424,-0.50544392210631,1,14
0,-0.3930959845765087,0.9197611164714066,0,15
1,0.1754044502872139,-0.4683888300309717,1,15
0,-0.22783969755806474,0.7325425269171209,0,16
1,0.09231563054226279,-0.37529854103197907,1,16
0,-0.6285131640090266,0.7265120832218527,0,17
1,0.2937693000587104,-0.37230003672895345,1,17
0,-0.3807667692215024,0.7302408569230557,0,18
1,0.169205473106307,-0.37415408670488365,1,18
0,-0.3705835133296713,0.7447587939514223,0,19
1,0.16408545783500478,-0.3813728087177858,1,19
0,-0.32985048976234493,0.8028305420648894,0,20
1,0.14360539674979683,-0.41024769676939105,1,20
0,-0.14897001761946563,1.988911234095183,0,21
1,0.05266092972577314,-0.9999999999999992,1,21
0,-0.32538661095797033,0.8321013660444364,0,22
1,0.14136101362809086,-0.42480196443042656,1,22
0,-0.26424895142976024,0.7962171893702273,0,23
1,0.11062175363490985,-0.4069593539020283,1,23
0,-0.3579085027141024,0.7461231975631737,0,24
1,0.15771261906860556,-0.3820512281355989,1,24
0,-0.3767018742379438,0.746782162249485,0,25
1,0.16716169412116433,-0.38237888370246764,1,25
0,-0.3814821086982752,0.7508795125887749,0,26
1,0.1695651369588263,-0.3844162002324268,1,26
0,-0.38102148853694084,0.7516838649374703,0,27
1,0.16933354283162796,-0.38481614658804925,1,27
0,-0.3809174775119616,0.7517513064543009,0,28
1,0.16928124737308942,-0.38484968038566725,1,28
0,-0.3809174775119616,0.7517513064543009,0,29
1,0.16928124737308942,-0.38484968038566725,1,29
0,-0.6564891552889939,4.395896738097697,0,30
1,0.30783528289413603,-2.1968201273037162,1,30
0,-0.4102676600844645,1.1398765833415223,0,31
