,loss
0,3413735.3035324416
1,3487.9407396843167
2,3471.8849733010165
3,3408.4330526301237
4,3166.538442928857
5,2365.145225272803
6,1117.2786630753835
7,611.4522455646724
8,318.103126322818
9,170.37610090376555
10,91.90581774699642
11,51.123382083769826
12,29.756548716801827
13,18.54378503571572
14,12.524611087635257
15,9.05410468576832
16,6.637230073180362
17,4.365327840078105
18,2.348142515157473
19,1.7638761633832636
20,1.6847913336568168
21,1.6395867299611822
22,1.605998990611559
23,1.5775664722230078
24,1.5375940439431426
25,1.4835968642459836
26,1.4201651821740824
27,1.3636358987069297
28,1.6940242106074976
29,1.3153211744377324
30,1.3662349925674706
31,1.2987994195750399
32,1.243787200520797
33,1.221684539928225
34,1.2010037468869714
35,1.1350000829662918
36,1.0985542859459934
37,0.971884413305613
38,0.9484584889053248
39,0.9331005113030278
40,0.9200670282673391
41,0.9195057348406166
42,0.9186357432853574
43,0.918156505602733
44,0.9170058182015874
45,0.9159718676349745
46,0.915639441035443
47,0.9156007126355565
48,0.9155991059908876
49,0.9155986539035509
50,0.9155980898426409
51,0.9155979711542127
52,0.9155979552193378
53,0.9155979418082659
54,0.9155979004183138
55,0.9155978039121497
56,0.9155975732754104
57,0.9155971276181469
58,0.915596515431838
59,0.9155973488925042
60,0.9155963845862315
61,0.915596068335198
62,0.9155959883399726
63,0.9155959852001222
64,0.9155959850467077
65,0.9540652002016298
66,0.9872615539266973
67,0.9510584692830262
68,0.9502256262397616
69,0.9486994983841749
70,0.9485832181823193
71,0.9485669380977673
72,0.9485125444217309
73,0.9484702797314506
74,0.948434271724935
75,0.9484276090373056
76,0.9484265739888761
77,0.9484255203832972
78,0.9484225262597609
79,0.9484158851480141
80,0.9484016336271769
81,0.948378971003774
82,0.9483608254618874
83,0.9483538402778454
84,0.9483507768748566
85,0.9483507154706244
86,0.94835068600414
87,0.9483506795471948
88,0.9483506760510336
89,0.9483506758927265
90,1.1271766683987792
91,3.3302151237677693
92,1.063895470176273
93,1.0212677628804592
94,1.0145146067624016
95,1.0128382276066596
96,1.010823357792332
97,1.0072555820204372
98,1.001433787862954
99,0.9986393768807799
100,0.9979769230421277
101,0.9970647184681487
102,0.9932464197811847
103,0.9927946043070791
104,0.9926965686725158
105,0.9923723270592679
106,0.9916666606647667
107,0.991555524353577
108,0.9915403788067687
109,0.991539796592235
110,0.9915392745760028
111,0.9915392347324201
112,0.9915391312327195
113,0.9915389708205948
114,0.9915385476423506
115,0.9915378443821952
116,0.9915374384308364
117,0.991536907236019
118,0.9915367939804984
119,0.9915367812761059
120,0.9915367801469877
121,2.8582913503702723
122,3.249897839614448
123,1.272808010988481
124,1.2214566883172493
125,1.162958961841402
126,1.1497671911082006
127,1.1464416758222853
128,1.1426621396347962
129,1.1332020276478374
130,1.1217299905501688
131,1.1093233488613254
132,1.1018789273130372
133,1.0942196720704715
134,1.0932334242633313
135,1.0924950111245753
136,1.0893332526658293
137,1.0844449405534702
138,1.1864441236190766
139,1.0831578831092643
140,1.0799840341394953
141,1.0774325892694823
142,1.0767383157780417
143,1.0765100039962152
144,1.0763769766572744
145,1.0762808344755908
146,1.07620888094015
147,1.0761769076320726
148,1.0761531163380256
149,1.076125560254931
150,1.0761056730523788
151,1.0761017785953668
152,1.0761014794461146
153,1.0761014627347356
154,1.076101443872721
155,1.0761013509458828
156,1.0761011895007877
157,1.0761009194752205
158,1.076100704082239
159,1.0761006432717404
160,1.076100630638866
161,1.076100629207424
162,1.1647576382235545
163,4.3653930007314985
164,1.159189956216272
165,1.1526836339798756
166,1.151677859971544
167,1.150639029422253
168,1.2065009824787256
169,1.1494292810310216
170,1.148353621534141
171,1.148022527301295
172,1.1478613752959645
173,1.147833763852439
174,1.1478208529919478
175,1.1477986975627712
176,1.1477556144984808
177,1.147705602118317
178,1.1476674199872845
179,1.1476534160563283
180,1.1476509886938617
181,1.14765005465682
182,1.1476493912478027
183,1.1476489491324846
184,1.1476486106417516
185,1.147648330455144
186,1.1476479293093003
187,1.1476472642976125
188,1.1476461918164613
189,1.1476453763788006
190,1.1476450400952483
191,1.1476450000881484
192,1.1476449975983545
193,1.5637141787961422
194,31.763710200744452
195,1.3046109426530834
196,1.2541222133936378
197,1.234363181385367
198,1.2308538181988329
199,1.229562958694907
200,1.2276119397697147
201,1.2235116430876638
202,1.349590460666466
203,1.2212459311241486
204,1.2182294214415363
205,1.2148480560272927
206,1.2075401692796484
207,1.2065082408516605
208,1.2061943791721608
209,1.2059873178411693
210,1.2054292927085901
211,1.2053596466235295
212,1.2051170470488488
213,1.2044326059135808
214,1.204422897357371
215,1.2043895851310178
216,1.2043828668867258
217,1.2043545032009344
218,1.204326958989272
219,1.204292908607714
220,1.2042682046457838
221,1.2042426078687907
222,1.204214410705603
223,1.2041426135085846
224,1.204066127831257
225,1.2040136647410271
226,1.2040051925496478
227,1.2040046112122265
228,1.2040044463180783
229,1.2040039302337706
230,1.2040036085102634
231,1.2040035256112291
232,1.2040035080707607
233,1.204003506686647
234,1.2573714812893741
235,29.778710748276932
236,1.3159232272602255
237,1.249093380302388
238,1.2487010190038321
239,1.2476462656971983
240,1.2603339041817057
241,1.2470274585298284
242,1.2462005964438878
243,1.2457338071848545
244,1.2456537298828727
245,1.2455573302381677
246,1.2455250123210257
247,1.2454335260781892
248,1.2453175828030318
249,1.2451360563099967
250,1.2450178842340283
251,1.2449936346930992
252,1.2449894977516636
253,1.2449852304809514
254,1.244978343743389
255,1.2449709710801284
256,1.2449666464486093
257,1.2449654516164526
258,1.2449647467827951
259,1.2449633568327836
260,1.244960321165034
261,1.2449535423555433
262,1.2449430647088746
263,1.2449442542436147
264,1.2449395641055165
265,1.2449333043372757
266,1.2449311913114895
267,1.2449310863013956
268,1.2449310695179816
269,1.2449310621164622
270,1.244931059929185
271,1.4975273670016471
272,318.40551364241776
273,1.296042697597016
274,1.2886973252386145
275,1.2842821262455317
276,1.283232366290522
277,1.28247179183148
278,1.281865024074794
279,1.2756775365345485
280,1.2768032164715648
281,1.2753414526040638
282,1.2739547305709564
283,1.271743817094636
284,1.27157986188983
285,1.2712105580380029
286,1.2711156870611646
287,1.2707875086347675
288,1.270298059408745
289,1.269840189083175
290,1.2693681958260485
291,1.2693573893304826
292,1.2693536000250116
293,1.269332566077159
294,1.2693044392135344
295,1.26927639033142
296,1.2692696690026555
297,1.2692681804022732
298,1.2692680061758224
299,1.2692676735757105
300,1.2692664838580257
301,1.2692637619329583
302,1.269257011083486
303,1.269243453213751
304,1.2692238749267477
305,1.2693744423371032
306,1.2692224054548265
307,1.2692091073766187
308,1.2692054243696362
309,1.269204918025251
310,1.2692046879549506
311,1.2692046762143983
312,1.2692046696216073
313,1.2692046689700567
314,1.2914436861598115
315,793.2915086147241
316,1.8849194968566794
317,1.2924822909891995
318,1.287832605329021
319,1.2877168575644673
320,1.2866547296260809
321,1.2865598142326409
322,1.2864842587751202
323,1.2864824455356254
324,1.2864756035339278
325,1.2864040662624163
326,1.2863630514253503
327,1.2863349947366802
328,1.2863323666226947
329,1.2863315140693903
330,1.2863301082462812
331,1.2863272092093019
332,1.286323684822049
333,1.2863217802428364
334,1.2863215462632311
335,1.2863215354995783
336,1.2863215347123644
337,1.3915192635137088
338,13148.60494632776
339,4.327386286295823
340,1.3290405064734034
341,1.3146398683425053
342,1.3513357913972017
343,1.301724217155553
344,1.3012453664277077
345,1.3009636231917363
346,1.3008558736916809
347,1.2999952903503977
348,1.2991466967013343
349,1.2985117874657304
350,1.2980528089145469
351,1.2978406828002653
352,1.2976344119621093
353,1.314399200834755
