,loss
0,326.0953818188636
1,161.06801891836494
2,41.18327280161571
3,37.467552303474676
4,28.518528479784546
5,15.264917191095694
6,11.199754547831498
7,3.540305709486781
8,3.980735764421182
9,3.185012908927636
10,1.9358924342738097
11,1.7650581640783278
12,1.645750859585316
13,1.5219094086200236
14,1.3887664060557376
15,1.1373530293334657
16,0.8939358924012194
17,0.8380423280888156
18,0.8432061143441245
19,0.8412904366779765
20,0.8367262301933045
21,0.8428611384971623
22,0.8341284424671139
23,0.8220776105449515
24,0.8066802299033272
25,0.7993653131395281
26,0.7956548118272523
27,0.8002365021097648
28,0.8042181253663027
29,0.812811562835316
30,1.0694546152326394
31,0.8798751796850632
32,0.8598869471577127
33,1.078173228040121
34,0.9119488074041242
35,1.252117979631731
36,0.9313459449620013
37,0.923168066546593
38,1.9986260614411868
39,0.9921365317516526
40,1.2440585318029735
41,1.0568222934862879
42,0.9564274902407816
43,0.8779599844876498
44,0.8490574550113122
45,0.90304678206524
46,0.857556829664263
47,0.8247706121293034
48,1.7309407421887404
49,0.8482835051584204
50,0.8391777885090945
51,0.833664510150622
52,0.8356565637662949
53,0.8260827513054015
54,0.8335478205914372
55,0.8233492866799023
56,0.8219319227913453
57,0.82100815444193
58,0.9489480091559465
59,0.8241798587190396
60,0.9823201385238758
61,0.8253427364224786
62,0.9882270774954486
63,0.8254866114568896
64,0.9847690724153534
65,0.8256617339584005
66,0.9718841949689279
67,0.8258598606727588
68,0.9755161965259868
69,0.8258986689352183
70,0.9759388689812744
71,0.8259751765114192
72,0.8193876730494786
73,1.0067420882646716
74,0.8197173426289942
75,0.8978241066984642
76,0.8200131307433217
77,0.8153612301140256
78,0.8120223102537222
79,0.8082694031461146
80,0.802253027785713
81,0.804215953648994
82,0.8117116447127818
83,0.8093594433512696
84,0.8026045746625549
85,0.8031144921054376
86,0.8035962310678886
87,0.8037908676165355
88,0.8042351251872683
89,0.8046430689369141
90,0.8049039709187746
91,0.8048041219600505
92,0.8044116098357444
93,0.8040216870668123
94,0.8039532829065472
95,0.8038298803587173
96,0.8037882080955233
97,0.8037854249910732
98,0.8037686795136656
99,0.803687936111605
100,0.8037069385536239
101,0.803723413949391
102,0.8037259775132104
103,0.8037293301683401
104,0.8037400608623007
105,0.8037917141937096
106,0.8037624846887016
107,0.8037821230533223
108,0.8037847162949884
109,0.8037846245783403
110,0.8037846245783403
111,42.25214245549138
112,4.804333672979012
113,0.8721036792636323
114,0.8503609684969239
115,0.8488786058215565
116,0.8467051240973147
117,0.8441042138718868
118,0.8554680262355401
119,0.8557635745063759
120,0.854887449232815
121,0.854688307288104
122,0.8535645563136861
123,0.8536735452291009
124,0.8580853430598058
125,0.8584544146546552
126,0.8586368354811512
127,0.8587535065930098
128,0.8586980750929435
129,0.8583194336361198
130,0.8578937684979114
131,0.8577247612386254
132,0.8576957469642488
133,0.8576673241284466
134,0.8576130927657342
135,0.8575243704318839
136,0.857407036686041
137,0.8573066699436408
138,0.8576014840387952
139,0.857397758574584
140,0.8574068811195227
141,0.8574193155078957
142,0.8574683817657222
143,0.857538885224028
144,0.8576166159691849
145,0.8575905197694071
146,0.8575394005232008
147,0.857536777497083
148,0.8575372737267166
149,0.8575334463140878
150,0.8575151299054284
151,0.8575193363338295
152,0.8575181570039712
153,0.8037846245783403
154,38.35813728114262
155,4.408120580381698
156,1.3230316564252216
157,1.1336945417107271
158,0.9803517041886074
159,1.0284791132979485
160,1.0226654533700363
161,1.0178519077172865
162,1.0105902835008915
163,1.0048916086963897
164,0.9915868301734884
165,0.9979776959232766
166,1.058863131928652
167,1.0332637038799886
168,1.0039624751512786
169,1.0024348943422403
170,1.0047444998700807
171,1.0068996460275574
172,1.0053388423983485
173,0.9981553532668885
174,0.9913924587204879
175,0.9901669873328056
176,0.9865217822337109
177,0.9860898986853877
178,0.9920832944707692
179,0.9913694904797533
180,0.9912910816407439
181,0.991011506795292
182,0.9909423059274395
183,0.991254572242138
184,0.9917674362649145
185,0.9920358149182518
186,0.992072364550267
187,0.992078088517568
188,0.9920947928901146
189,0.9921214376574662
190,0.9921610760425024
191,0.9922258605352063
192,0.992228799084246
193,0.9938743667690308
194,0.9925592498081814
195,0.9923867955354673
196,0.9922806114009162
197,0.9922818923252571
198,0.992313915101294
199,0.9923223313027332
200,0.992289368808262
201,0.9922987876148218
202,0.9922969884221642
203,0.8037846245783403
204,37.93673423825145
205,4.370768030628114
206,1.6940542241443695
207,1.6235366259430881
208,1.3694457682202432
209,1.2162550826891019
210,1.2925210178969193
211,1.2902971750539856
212,1.2957690490589608
213,1.2947589435433047
214,1.2927791687128884
215,1.2860637616257944
216,1.2429523739202637
217,1.2318123230732678
218,1.2189129273202772
219,1.2058805828504937
220,1.2023845639082098
221,1.2938501763358028
222,1.2080557888423604
223,1.1996731070040447
224,1.1950199570077586
225,1.1904798855496252
226,1.361346292393073
227,1.1999578838120502
228,1.2030245625530334
229,1.2010613543643875
230,1.1897838689381646
231,1.2528303501053684
232,1.1938766441964834
233,1.1915147300032085
234,1.1909831283058296
235,1.1901546014015687
236,1.189077825318825
237,1.2030912927746782
238,1.194088590096142
239,1.191054763521865
240,1.1910762173351133
241,1.1910036139993025
242,1.1917681375367462
243,1.1920771119239437
244,1.1924992720924323
245,1.1922316209646182
246,1.1922593916375916
247,1.1922435306665893
248,1.1922089079364009
249,1.1922076896548788
250,1.1921683885848775
251,1.1921840975007318
252,1.1921939402267239
253,1.1921939402267239
254,43.64592927479311
255,5.834371808242637
256,1.7052615485465579
257,1.2794592379295324
258,1.270161088806752
259,1.2680758994585397
260,1.2688889422551874
261,1.2710276415551789
262,1.2728572898349917
263,1.2813552278603761
264,1.279739176072183
265,1.2765762071381792
266,1.2762174203055257
267,1.279162623767424
268,1.2779016322157082
269,1.2831917414899057
270,1.2801912751571705
271,1.2781552607235576
272,1.2754029965188876
273,1.2726243225665204
274,1.2741444468016607
275,1.2768621597583818
276,1.278223254861961
277,1.2797221400425633
278,1.2859774093215697
279,1.279747948473129
280,1.2842834244729433
281,1.2798736186936275
282,1.2790993703419629
283,1.2780321066825617
284,1.278206578440761
285,1.2784596584990036
286,1.2786615576156117
287,1.2790051523813102
288,1.279283091139112
289,1.2793609422867067
290,1.2791636758869331
291,1.2788023278182723
292,1.2784931965102464
293,1.2783289678334144
294,1.2785493066117979
295,1.2786380813345213
296,1.278723532232068
297,1.278732145420412
298,1.2787148809827
299,1.278721746564775
300,1.1921939402267239
301,43.092481820722654
302,5.760853123243609
303,1.740657482810124
304,1.5391473739205435
305,1.434724037665778
306,1.3648116754648303
307,1.3927807275863782
308,1.3921520943967303
309,1.3917119445641106
310,1.3901986717165946
311,1.3921449184694024
312,1.3991852089825012
313,1.3994709929382056
314,1.4006155307634205
315,1.4044048724914124
316,1.4050445540164496
317,1.585900309710079
318,1.4072264842093603
319,1.4056334276772708
320,1.411738938581862
321,1.4023197674660788
322,1.3954728994431023
323,1.3908362545695323
324,1.388185689441834
325,1.3897168155780664
326,1.4360052980283622
327,1.392076541034096
328,1.3913685782711331
329,1.3896599589164003
330,1.3885411315652005
331,1.4025098875929536
332,1.3903055572765277
333,1.3896104996725054
334,1.3869120116709939
335,1.3864786505564175
336,1.3864179636872904
337,1.386260670293268
338,1.3859212118420832
339,1.3853538061020527
340,1.385128329392231
341,1.3855592603625655
342,1.3863008359610975
343,1.3866678593196797
344,1.3864515454093
345,1.3865738765641655
346,1.3865764205863567
347,1.3865764205863567
348,45.0182263677739
349,6.08011870657381
350,1.905254907680085
351,1.4529436429163372
352,1.4256410222043743
353,1.4210730087416468
354,1.4206179241430352
355,1.4215282803465918
356,1.4246260254922696
357,1.427649101770613
358,1.4365528759274686
359,1.4285812647015457
360,1.432836188283362
361,1.429057782209359
362,1.4281550109730452
363,1.4263521213652461
364,1.4260883195337746
365,1.42652956631391
366,1.4305761122813954
367,1.428562234107767
368,1.4273260848971945
369,1.4271026144882513
370,1.4271961822270673
371,1.4274188921579403
372,1.4278336040469888
373,1.4284513146366402
374,1.4270525665581464
375,1.427854704572787
376,1.4279702525744598
377,1.428332273328529
378,1.4273050562681406
379,1.4269223496033978
380,1.4269044450368773
381,1.4268685131401366
382,1.4264102179960372
383,1.4266537535325958
384,1.4269570284196926
385,1.427156837209401
386,1.4271274040981836
387,1.427068716105826
388,1.4270536621534098
389,1.4270523831406154
390,1.3865764205863567
391,44.74509420893678
392,6.038958669012286
393,1.9092370636771998
394,1.5310442231145345
395,1.5081352171505062
396,1.462184726085987
397,1.478030893853813
398,1.4773165761809612
399,1.4756341049163388
400,1.4822308859286142
401,1.4780491903864545
402,1.4801596799353312
403,1.4811278227360323
404,1.4815215877443546
405,1.4827583263266462
406,1.4843615765380858
407,1.4870750486045927
408,1.4859253992630181
409,1.4806229415062655
410,1.4808355588653013
411,1.4811943970118069
412,1.4849764703077641
413,1.4817249842401934
414,1.4840680643071362
415,1.481808067653871
416,1.481158207500866
417,1.4807366781364695
418,1.4806627906302319
419,1.4824760426712478
420,1.4824176015617196
421,1.4822182444216558
422,1.4851005376829594
423,1.4828198957019796
424,1.4844281993000286
425,1.4831931686455953
426,1.482391517122132
427,1.4816440435120422
428,1.4810068322084475
429,1.4804759302866972
430,1.4795884070629532
431,1.4780989413961279
432,1.4763910933759323
433,1.4741401414497393
434,1.4761733929382401
435,1.4750610115708007
436,1.4762047411535668
437,1.4767232410926217
438,1.4767649039112771
439,1.4765798984185607
440,1.47642842619061
441,1.4757567176032376
442,1.4757043705520487
443,1.4762957329262154
444,1.4764255300266205
445,1.4765032508049467
446,1.4766048476753453
447,1.476762369789441
448,1.4769244566687894
449,1.4770660253480437
450,1.476427007416477
451,1.4766269554862088
452,1.476550358058802
453,1.4765197714562137
454,1.4765184880894964
455,1.4765184880894964
456,45.510625269074076
457,6.158329029455386
458,1.9825749305934215
