,loss
0,0.0
1,0.4478979783268713
2,0.20059835526897096
3,0.20077005867280473
4,0.24858179213928455
5,0.3439597293988217
6,0.3190447182700993
7,0.3169539790695155
8,0.30861532621544807
9,0.24835129872702932
10,0.26722225402452393
11,0.31554868819464144
12,0.3186883122294497
13,0.31857112974457946
14,0.31857001666940654
15,0.31857001666940654
16,0.31857001666940654
17,0.9735653918920599
18,0.15577405267748556
19,0.21412422292665667
20,0.22283985353455948
21,0.23068605529038866
22,0.2030757156668752
23,0.21035544674143702
24,0.21108027024365938
25,0.21107617659547717
26,0.2110598006940103
27,0.21105980340949415
28,0.2110682610273762
29,0.2110682610273762
30,0.31857001666940654
31,1.1819960812090922
32,0.0004903174594517168
33,0.018902710380378718
34,0.26565099405775916
35,0.08054180153036272
36,0.10042963720111686
37,0.09458293008559249
38,0.08795718916044315
39,0.08870120816790905
40,0.10367813421926186
41,0.05819668573615111
42,0.08312138002158154
43,0.08832818853744406
44,0.08646691674286
45,0.08604159489963692
46,0.08539965531661187
47,0.08478775844903463
48,0.08473749541031816
49,0.08550779469024361
50,0.08612767025686008
51,0.08626130487632189
52,0.08626663262256162
53,0.08626584983901253
54,0.08626584983901253
55,0.31857001666940654
56,1.304840272006623
57,0.0036304938796467567
58,0.001643676629774049
59,0.001492077666898517
60,0.2419488488311199
61,0.018521922114289602
62,0.0379993051656804
63,0.026368850144665945
64,0.02672429159822176
65,0.028180382979586582
66,0.02844308515559213
67,0.024479386631746536
68,-2.220446049250313e-16
69,0.02340830407064587
70,0.024377427652766848
71,0.024355178841680925
72,0.02426484640548887
73,0.02418392709996553
74,0.024217529855095066
75,0.024219261429868855
76,0.024219261429868855
77,0.024219261429868855
78,3.927743795858939
79,0.08579170104331357
80,0.0048846343975164075
81,0.013505951484318324
82,0.013521510574170392
83,0.013583857633130414
84,0.013835021175129025
85,0.013920112320877642
86,0.0
87,0.012457899883835388
88,0.012508052185296936
89,0.012626243848738561
90,0.01264782925600283
91,0.012614855412544923
92,0.012597455249172107
93,0.012594851818045427
94,0.012594851818045427
95,0.024219261429868855
96,3.2208811102465145
97,0.06586838598839773
98,8.212574565291675e-06
99,0.0004803963717421311
100,0.02047804814679388
101,0.0035734425541558146
102,0.005734433346022971
103,0.004680379768918108
104,0.004680609957183002
105,0.004681529535650153
106,0.004685189045902316
107,0.004699525586906006
108,0.004703848690143175
109,0.0
110,0.0042608131025700935
111,0.00430030348739896
112,0.004380045423157064
113,0.004378702591236738
114,0.004378702591236738
115,0.004378702591236738
116,4.446804632914496
117,0.14076742089848882
118,0.0004491827846839769
119,0.00245532891011635
120,0.0026361836902646374
121,0.0027365208691216836
122,0.0029265307816199737
123,0.0017438562309104455
124,0.0024378142097081223
125,0.00261452185129718
126,0.0025022859942316344
127,0.0024941381394825157
128,0.00248458223527237
129,0.0024681920732767537
130,0.0024473685381307675
131,0.002429563872868634
132,0.0024353326576829204
133,0.002463932314488382
134,0.002480685156596607
135,0.0024835391311737176
136,0.002483574044834569
137,0.002483574044834569
138,0.004378702591236738
139,4.160540847551202
140,0.13061941432036317
141,0.000711040816739672
142,1.586379012064043e-05
143,0.000989902320025049
144,0.000926869205780001
145,0.0009245108397166746
146,0.0009151037742149981
147,0.0008778994613436453
148,0.0008714165465879553
149,0.0008926687038659509
150,0.0009134227971374642
151,0.0009141604257187907
152,0.0009171141737418509
153,0.0009396796150893394
154,0.0009514761320534859
155,0.0009420564826747579
156,0.0009189557295496975
157,0.0009080607349738479
158,0.0009065005849477892
159,0.0009065027212158405
160,0.0009065027212158405
161,0.0009065027212158405
162,4.017397434720393
163,0.1412152291595179
164,0.0021453706932699212
165,0.00035018539822395667
166,0.0005308217903543522
167,0.0005688471409115436
168,0.0005852163966202362
169,0.0004528555272660384
170,0.0005181466156525261
171,0.0005254298633565746
172,0.0005252983568397873
173,0.0005247724846695334
174,0.0005197093216864346
175,0.0005168947482454556
176,0.0005179636994117054
177,0.0005218074938175832
178,0.0005237193289771014
179,0.0005239649019070924
180,0.0005239649019070924
181,0.0009065027212158405
182,4.585481855835436
183,0.16358383062549509
184,0.0027852255354474664
185,1.5839151212837521e-06
186,3.39941147911027e-05
187,0.0006504189780107694
188,0.00017248705291628141
189,0.000225988031925084
190,0.00020471586516457307
191,0.00020357171378782013
192,0.00019902706620111843
193,0.00013925327726660441
194,0.00016005731743806706
195,0.00019891566294427676
196,0.00019379882513748115
197,0.00019408873961967998
198,0.00019502375956781393
199,0.00019619345529742205
200,0.0001981021291275198
201,0.00020043293203109158
202,0.00020216356108804234
203,0.00020081118856918323
204,0.00019659098192503777
205,0.00019398170482620714
206,0.00019346957105348395
207,0.00019346493927629993
208,0.00019346493927629993
209,0.00019346493927629993
210,3.9761219504889365
211,0.1471149100003899
212,0.003307740927300795
213,6.6426748546177805e-09
214,0.00011651763191089515
215,0.0001198757090334901
216,0.00012872020712251242
217,0.00011345540369012141
218,0.00011260405858815048
219,0.0001124421239540041
220,0.00011238671102820064
221,0.00011217327203727478
222,0.00011191605704485852
223,0.00011150817039329297
224,0.00011107470536675379
225,0.000110914083840008
226,0.00011142039360034772
227,0.00011207756840381222
228,0.00011230371576820275
229,0.00011232461778654113
230,0.00011232461778654113
231,0.00019346493927629993
232,4.76007292269486
233,0.1786782982320858
234,0.00418291976181262
235,1.3843959677295459e-05
236,1.800426474574124e-11
237,0.00011221091850988074
238,1.2752312894548368e-05
239,0.0001174196141340289
240,3.950804039387634e-05
241,4.600900214724035e-05
242,4.434924222618264e-05
243,4.286941674491729e-05
244,3.948962654298782e-05
245,3.473102937689987e-05
246,3.3557335568534796e-05
247,3.653938566294812e-05
248,4.2119599255929785e-05
249,4.164210879897823e-05
250,4.165830669977666e-05
251,4.172313006112205e-05
252,4.1843597686774814e-05
253,4.213231883642976e-05
254,4.247269884016802e-05
255,4.283214459643858e-05
256,4.2850470437727495e-05
257,4.22678300662227e-05
258,4.173998194278994e-05
259,4.159648955992523e-05
260,4.158749224902891e-05
261,4.158749224902891e-05
262,4.158749224902891e-05
263,3.9922901436160894
264,0.15128704332291143
265,0.0039200860865715725
266,4.400485607547466e-05
267,1.93886894641615e-05
268,2.4996263292997867e-05
269,2.6198633140239735e-05
270,2.7490167408661392e-05
271,2.1828676806556757e-05
272,2.3973902633755984e-05
273,2.4189088038362172e-05
274,2.418438518425603e-05
275,2.418438518425603e-05
276,4.158749224902891e-05
277,4.842361884502127
278,0.18588714339331425
279,0.004913556771042771
280,6.916709108351071e-05
281,4.1961544017254937e-07
282,2.3299307114754697e-06
283,2.2794516381541285e-05
284,8.570658303064249e-06
285,9.894212128713775e-06
286,9.542809251250617e-06
287,9.209846496105456e-06
288,8.477492010605658e-06
289,7.43559964977436e-06
290,7.1906228549245554e-06
291,7.8488820958178e-06
292,9.063951507570778e-06
293,8.958032865713506e-06
294,8.962833899062161e-06
295,8.962833899062161e-06
296,8.962833899062161e-06
297,4.012293261459167
298,0.15376610967767146
299,0.004227483466578974
300,8.498060826322984e-05
301,5.488612844217755e-07
302,5.509984872364981e-06
303,5.5713706741400415e-06
304,5.820314638249613e-06
305,3.6589241272366735e-06
306,4.907845704504865e-06
307,5.365822531633313e-06
308,5.231588634746487e-06
309,5.21110897810928e-06
310,5.209469366107555e-06
311,5.202913486712646e-06
312,5.189438263997204e-06
313,5.158256176862608e-06
314,5.1174833832767774e-06
315,5.062534725208678e-06
316,5.020876858274903e-06
317,5.04302427062342e-06
318,5.131060090590722e-06
319,5.191779159030574e-06
