,0,1,2,vars,t
0,-2.505533109003623,5.850362744837998,-3.1137760653381905,0,0
1,1.092053631082287,-2.8687522809209787,1.6513274203448107,1,0
2,1.088040137040269,-2.8645172236594156,1.6469295476269175,2,0
0,-3.572894416566434,2.4145270169714483,-1.8414433483545845,0,1
1,1.658505903517958,-1.2350714310656938,1.009636427178976,1,1
2,1.655290869798063,-1.2331211081589246,1.0061219805468014,2,1
0,-3.34467023053064,1.7067818588778232,-1.4575301322495218,0,2
1,1.537411007063802,-0.8972085050157192,0.8201476129289306,1,2
2,1.5341665633461594,-0.8956970775361764,0.8169084693033747,2,2
0,-2.2402731756937317,-0.5465804828404477,0.024666349078749827,0,3
1,0.9514293002534313,0.17178279713253722,0.08477644878077782,1,3
2,0.9480842910298397,0.1717380236504407,0.08259215196147064,2,3
0,-2.0227043927750596,-0.2440045638715048,0.1419422494438216,0,4
1,0.8359970665333054,0.01752142149286141,0.021982363820033497,1,4
2,0.8326757165642693,0.017432160325285516,0.019871788598230872,2,4
0,-1.3235251065683922,0.06052971614668712,0.18523994501498334,0,5
1,0.46503660236038835,-0.1420874504826372,-0.015179432556412851,1,5
2,0.46174905420759327,-0.14232431261706718,-0.017292331864664116,2,5
0,-0.851547041420806,0.5118401496440328,-0.08025117903205324,0,6
1,0.21462607263237615,-0.35896222416759527,0.09745905869562248,1,6
2,0.2113890030429213,-0.35895298814628784,0.09511688951697872,2,6
0,-0.5636975712281381,0.47850891667133005,-0.09403457012407457,0,7
1,0.06190243227260311,-0.3402830327779835,0.09349490119226157,1,7
2,0.05867570179629108,-0.34022903319695286,0.09112009283271962,2,7
0,-0.33800294127992275,0.3963210271258143,-0.0816247249342334,0,8
1,-0.05784523273533547,-0.29170525096546135,0.0741438361087044,1,8
2,-0.0610718153162192,-0.2914813220881813,0.07174997561008102,2,8
0,-0.3972221143586677,0.2990400202747381,-0.04512027767332199,0,9
1,-0.02642893211666565,-0.24108868549164023,0.052600013537352656,1,9
2,-0.029677761742664018,-0.2408263355745615,0.05022487800990331,2,9
0,-0.5406729080904394,0.06452868428270968,0.04779502204902204,0,10
1,0.04966265983835672,-0.10994420125933807,-0.017566490397295468,1,10
2,0.04630020837221333,-0.109373483564789,-0.01992636437060744,2,10
0,-0.5452095889947334,-0.05024984648524277,0.2803693111020516,0,11
1,0.05204546096356777,-0.03504837435400984,-0.16178655108580187,1,11
2,0.04854291089636808,-0.034073539823181447,-0.16404183868529812,2,11
0,-0.4814437819447943,0.08670252849983098,0.21437328418016696,0,12
1,0.0182104501715589,-0.10115555390403935,-0.13149920380358995,1,12
2,0.014693251612942805,-0.10011302527177429,-0.1338066490481844,2,12
0,-0.43000028429628767,0.23321655252994394,0.12468234588890643,0,13
1,-0.009094715031958021,-0.1697547280271369,-0.09244170421032831,1,13
2,-0.01267308568588978,-0.16858957463962695,-0.09482448023053827,2,13
