,0,1,vars,t
0,1.4145235262308025,2.910227540790907,0,0
1,0.7461217045650459,1.4267934667463469,1,0
0,0.6012398474495892,-0.7445098104658334,0,1
1,0.33611114790548047,-0.38556123347490795,1,1
0,0.6007273100405269,-0.7465916184482853,0,2
1,0.3358527562103302,-0.38659358521987125,1,2
0,0.598677160404276,-0.7549188503780909,0,3
1,0.33481918942972755,-0.39072299219972506,1,3
0,0.5904765618592765,-0.788227778097308,0,4
1,0.33068492230731816,-0.4072406201191426,1,4
0,0.515043085847431,-0.9452409156765939,0,5
1,0.2926557299144104,-0.48510216543387114,1,5
0,0.43855604690946426,-0.9942779961619033,0,6
1,0.2540953920760879,-0.5094192571318876,1,6
0,0.20764188901210046,-1.0365157607665565,0,7
1,0.1376818393512171,-0.5303646230640677,1,7
0,-0.08292670311457473,-0.9912435847818446,0,8
1,-0.008806026216406084,-0.5079145170648177,1,8
0,-0.2896783781327297,-0.8701934498017776,0,9
1,-0.11303825363738192,-0.44788673394160516,1,9
0,-0.3729980359090148,-0.7360423479427246,0,10
1,-0.15504320241089573,-0.38136228727774035,1,10
0,-0.3710454973817292,-0.6824835211388885,0,11
1,-0.1540588455015431,-0.35480289814328203,1,11
0,-0.36309444665138985,-0.6536010417948139,0,12
1,-0.15005038594305284,-0.34048031018076375,1,12
0,-0.3418579145673263,-0.5844860999923976,0,13
1,-0.13934415567128058,-0.30620676940551406,1,13
0,-0.31867533172172935,-0.49085239009152587,0,14
1,-0.12765683924612603,-0.2597745697894058,1,14
0,-0.556832726277326,-0.32735771425804594,0,15
1,-0.24772201264376043,-0.17869888206424897,1,15
0,-3.9999999999999982,-1.9835676559335171,0,16
1,-1.983567655933517,-1.0000000000000009,1,16
0,-0.9513503797949787,-0.5171260316177685,0,17
1,-0.44661497822399554,-0.2728034561731675,1,17
0,-0.7124053992057938,-0.5719664249567215,0,18
1,-0.32615274953498635,-0.29999836378962175,1,18
0,-0.5515739902141144,-0.6460051667042798,0,19
1,-0.2450708623048849,-0.3367135771437393,1,19
0,-0.4420462418598297,-0.7109891771787621,0,20
1,-0.18985331122884716,-0.368938622476247,1,20
0,-0.24040405622211236,-0.837698526131915,0,21
1,-0.0881969926079331,-0.4317727640482134,1,21
0,0.04363957154802965,-1.9835676559335171,0,22
1,0.05500136360667448,-1.0000000000000009,1,22
0,-0.2378625333360967,-0.8479513617284467,0,23
1,-0.0869157038762816,-0.43685706231593435,1,23
0,0.006989730041887724,-1.9835676559335171,0,24
1,0.03652463487170555,-1.0000000000000009,1,24
0,-0.23767046855831195,-0.8488421514977005,0,25
1,-0.08681887593234403,-0.43729879775956665,1,25
0,-0.08328987431717377,-0.8445376607068881,0,26
1,-0.008989116115816691,-0.43516423558258654,1,26
0,-3.250002121985225,-0.7659392445356601,0,27
1,-1.6054621369353228,-0.3961879165513746,1,27
0,-0.3498253258102085,-0.8379221987695858,0,28
1,-0.14336086325322198,-0.4318836815006136,1,28
0,-0.3961981272074701,-0.7529897524474138,0,29
1,-0.16673934558456346,-0.38976636813462123,1,29
0,-0.3995834554560752,-0.7455703301286646,0,30
1,-0.16844603213920578,-0.3860871366003254,1,30
0,-0.39993764958491385,-0.7456386979918117,0,31
1,-0.168624596317634,-0.3861210396708373,1,31
0,-0.39993764958491385,-0.7456386979918117,0,32
1,-0.168624596317634,-0.3861210396708373,1,32
0,-0.6721301676649502,-4.36605793984554,0,33
1,-0.3058483089879917,-2.181457666935933,1,33
0,-0.4286784484975077,-1.127918645079877,0,34
1,-0.18311404356518332,-0.575690574309803,1,34
0,-0.4155991209086379,-0.9655626865509012,0,35
1,-0.17652020364762594,-0.4951795672882622,1,35
0,-0.4150286318714373,-0.9429110157466395,0,36
1,-0.17623259609590247,-0.48394678689821624,1,36
0,-0.41590637709632433,-0.927678178030824,0,37
1,-0.17667510443296963,-0.47639294584792313,1,37
0,-0.4232145833519239,-0.9826844173212446,0,38
1,-0.18035947901617996,-0.5036700951306757,1,38
0,-0.4224160660419623,-0.9699863955651501,0,39
1,-0.17995691280797768,-0.4973732488182441,1,39
0,-0.42224929706901443,-0.9683032009358138,0,40
1,-0.17987283754467737,-0.49653856621189624,1,40
0,-0.42219191528303346,-0.9683166638045295,0,41
1,-0.17984390896953614,-0.4965452423396303,1,41
0,-0.4219623881391056,-0.9683705152793903,0,42
1,-0.1797281946689727,-0.49657194685057093,1,42
0,-0.42087449462630727,-0.9687208765618955,0,43
1,-0.17917974172886494,-0.4967456881775378,1,43
0,-0.39993764958491385,-0.7456386979918117,0,44
1,-0.168624596317634,-0.3861210396708373,1,44
0,-1.0393514159315502,-4.811783977670547,0,45
1,-0.49098000700097416,-2.4024896049452082,1,45
0,-0.5879204905464105,-1.9410548458227734,0,46
1,-0.26339466397788075,-0.9789182412253721,1,46
0,-0.5487461689092316,-1.6760899961888889,0,47
1,-0.24364523848185837,-0.8475243148021069,1,47
0,-0.40467295486249133,-0.8350626409832635,0,48
1,-0.1710118631514181,-0.4304656499168086,1,48
0,-0.4921666517349685,-1.3458070771693642,0,49
1,-0.2151211208370602,-0.6837396859334967,1,49
0,-0.46483058789330667,-1.2707775858574968,0,50
1,-0.201339859703925,-0.646533167881656,1,50
0,-0.463003944986895,-1.2957233285639802,0,51
1,-0.20041897207957415,-0.6589035599781093,1,51
0,-0.4439624398114527,-1.3189021879247245,0,52
1,-0.19081934732340158,-0.6703977689104597,1,52
0,-0.43284391391003546,-1.3235927974204833,0,53
1,-0.18521403012226753,-0.6727238042310605,1,53
0,-0.41550798781314763,-1.3192166906548735,0,54
1,-0.17647425961581165,-0.6705537282712674,1,54
0,-0.35497764390976283,-1.3039370196410582,0,55
1,-0.14595836381446683,-0.6629766629671907,1,55
0,-0.09254416791207536,-1.9835676559335171,0,56
1,-0.013654595292803154,-1.0000000000000009,1,56
0,-0.337439188947753,-1.3493568017786188,0,57
1,-0.13711648997691625,-0.6854999656640925,1,57
0,-0.3399085956035408,-1.346137013482512,0,58
1,-0.13836142187949144,-0.6839032986833158,1,58
0,-0.3457045014398304,-1.3419043979684877,0,59
1,-0.14128338212569402,-0.6818043788749115,1,59
0,-0.3592809469029611,-1.336243656421235,0,60
1,-0.1481278401014618,-0.6789972629144786,1,60
0,-0.37944169371379866,-1.3327308864439786,0,61
1,-0.15829172170667483,-0.6772553086870736,1,61
0,-0.3920372985842084,-1.3347569551349037,0,62
1,-0.16464169662824185,-0.6782600197680758,1,62
0,-0.39271108927016757,-1.3376993559310741,0,63
1,-0.16498138289200193,-0.6797191325305971,1,63
0,-0.3914305389262996,-1.3386464286450162,0,64
